workerid,trial_type,image,order,item,scramble,scope,audio,type,response,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,one_slider,images/4-feeding-aevery-surface.JPG,aevery,4-feeding,scrambled,surface,audio/4-feeding-aevery-scrambled.m4a,test,0.48,none,under8,eng,yes,basic,1,Female,21,KorEng,good,shortlive,Yes,yes,onesem,1,Windows,800,1280,Chrome,3RWO3EJELH4OHQPGZHGUEKDU5D91PS,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:23:19 PDT 2018,9,2,6,0,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:23:19 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3RWO3EJELH4OHQPGZHGUEKDU5D91PS,3CFVK00FWMHWKB984X46HIRF5NV6L2,0,Submitted,Sun Jul 22 03:08:33 PDT 2018,Sat Jul 21 10:23:34 PDT 2018,Sat Jul 21 10:28:33 PDT 2018,,,,,,[],undefined,4.781933333333333
0,one_slider,images/016.JPG,everya,filler9,scrambled,surface,audio/f9-scrambled.m4a,filler,0.57,none,under8,eng,yes,basic,1,Female,21,KorEng,good,shortlive,Yes,yes,onesem,1,Windows,800,1280,Chrome,3RWO3EJELH4OHQPGZHGUEKDU5D91PS,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:23:19 PDT 2018,9,2,6,0,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:23:19 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3RWO3EJELH4OHQPGZHGUEKDU5D91PS,3CFVK00FWMHWKB984X46HIRF5NV6L2,0,Submitted,Sun Jul 22 03:08:33 PDT 2018,Sat Jul 21 10:23:34 PDT 2018,Sat Jul 21 10:28:33 PDT 2018,,,,,,[],undefined,4.781933333333333
0,one_slider,images/054.JPG,everya,filler12,scrambled,surface,audio/f12-scrambled.m4a,filler,0.71,none,under8,eng,yes,basic,1,Female,21,KorEng,good,shortlive,Yes,yes,onesem,1,Windows,800,1280,Chrome,3RWO3EJELH4OHQPGZHGUEKDU5D91PS,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:23:19 PDT 2018,9,2,6,0,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:23:19 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3RWO3EJELH4OHQPGZHGUEKDU5D91PS,3CFVK00FWMHWKB984X46HIRF5NV6L2,0,Submitted,Sun Jul 22 03:08:33 PDT 2018,Sat Jul 21 10:23:34 PDT 2018,Sat Jul 21 10:28:33 PDT 2018,,,,,,[],undefined,4.781933333333333
0,one_slider,images/7-attacking-aevery-surface.JPG,aevery,7-attacking,scrambled,surface,audio/7-attacking-aevery-scrambled.m4a,test,0.78,none,under8,eng,yes,basic,1,Female,21,KorEng,good,shortlive,Yes,yes,onesem,1,Windows,800,1280,Chrome,3RWO3EJELH4OHQPGZHGUEKDU5D91PS,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:23:19 PDT 2018,9,2,6,0,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:23:19 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3RWO3EJELH4OHQPGZHGUEKDU5D91PS,3CFVK00FWMHWKB984X46HIRF5NV6L2,0,Submitted,Sun Jul 22 03:08:33 PDT 2018,Sat Jul 21 10:23:34 PDT 2018,Sat Jul 21 10:28:33 PDT 2018,,,,,,[],undefined,4.781933333333333
0,one_slider,images/075.JPG,everya,filler4,scrambled,inverse,audio/f4-scrambled.m4a,filler,0.46,none,under8,eng,yes,basic,1,Female,21,KorEng,good,shortlive,Yes,yes,onesem,1,Windows,800,1280,Chrome,3RWO3EJELH4OHQPGZHGUEKDU5D91PS,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:23:19 PDT 2018,9,2,6,0,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:23:19 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3RWO3EJELH4OHQPGZHGUEKDU5D91PS,3CFVK00FWMHWKB984X46HIRF5NV6L2,0,Submitted,Sun Jul 22 03:08:33 PDT 2018,Sat Jul 21 10:23:34 PDT 2018,Sat Jul 21 10:28:33 PDT 2018,,,,,,[],undefined,4.781933333333333
0,one_slider,images/005.JPG,aevery,filler10,scrambled,inverse,audio/f10-scrambled.m4a,filler,0.82,none,under8,eng,yes,basic,1,Female,21,KorEng,good,shortlive,Yes,yes,onesem,1,Windows,800,1280,Chrome,3RWO3EJELH4OHQPGZHGUEKDU5D91PS,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:23:19 PDT 2018,9,2,6,0,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:23:19 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3RWO3EJELH4OHQPGZHGUEKDU5D91PS,3CFVK00FWMHWKB984X46HIRF5NV6L2,0,Submitted,Sun Jul 22 03:08:33 PDT 2018,Sat Jul 21 10:23:34 PDT 2018,Sat Jul 21 10:28:33 PDT 2018,,,,,,[],undefined,4.781933333333333
0,one_slider,images/2-fishing-aevery-inverse.JPG,everya,2-fishing,scrambled,surface,audio/2-fishing-everya-scrambled.m4a,test,0.44,none,under8,eng,yes,basic,1,Female,21,KorEng,good,shortlive,Yes,yes,onesem,1,Windows,800,1280,Chrome,3RWO3EJELH4OHQPGZHGUEKDU5D91PS,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:23:19 PDT 2018,9,2,6,0,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:23:19 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3RWO3EJELH4OHQPGZHGUEKDU5D91PS,3CFVK00FWMHWKB984X46HIRF5NV6L2,0,Submitted,Sun Jul 22 03:08:33 PDT 2018,Sat Jul 21 10:23:34 PDT 2018,Sat Jul 21 10:28:33 PDT 2018,,,,,,[],undefined,4.781933333333333
0,one_slider,images/3-fishpole-aevery-surface.JPG,aevery,3-fish pole,scrambled,surface,audio/3-fish pole-aevery-scrambled.m4a,test,0.88,none,under8,eng,yes,basic,1,Female,21,KorEng,good,shortlive,Yes,yes,onesem,1,Windows,800,1280,Chrome,3RWO3EJELH4OHQPGZHGUEKDU5D91PS,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:23:19 PDT 2018,9,2,6,0,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:23:19 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3RWO3EJELH4OHQPGZHGUEKDU5D91PS,3CFVK00FWMHWKB984X46HIRF5NV6L2,0,Submitted,Sun Jul 22 03:08:33 PDT 2018,Sat Jul 21 10:23:34 PDT 2018,Sat Jul 21 10:28:33 PDT 2018,,,,,,[],undefined,4.781933333333333
0,one_slider,images/009.JPG,aevery,filler7,scrambled,surface,audio/f7-scrambled.m4a,filler,0.79,none,under8,eng,yes,basic,1,Female,21,KorEng,good,shortlive,Yes,yes,onesem,1,Windows,800,1280,Chrome,3RWO3EJELH4OHQPGZHGUEKDU5D91PS,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:23:19 PDT 2018,9,2,6,0,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:23:19 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3RWO3EJELH4OHQPGZHGUEKDU5D91PS,3CFVK00FWMHWKB984X46HIRF5NV6L2,0,Submitted,Sun Jul 22 03:08:33 PDT 2018,Sat Jul 21 10:23:34 PDT 2018,Sat Jul 21 10:28:33 PDT 2018,,,,,,[],undefined,4.781933333333333
0,one_slider,images/063.JPG,aevery,filler2,scrambled,inverse,audio/f2-scrambled.m4a,filler,0.53,none,under8,eng,yes,basic,1,Female,21,KorEng,good,shortlive,Yes,yes,onesem,1,Windows,800,1280,Chrome,3RWO3EJELH4OHQPGZHGUEKDU5D91PS,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:23:19 PDT 2018,9,2,6,0,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:23:19 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3RWO3EJELH4OHQPGZHGUEKDU5D91PS,3CFVK00FWMHWKB984X46HIRF5NV6L2,0,Submitted,Sun Jul 22 03:08:33 PDT 2018,Sat Jul 21 10:23:34 PDT 2018,Sat Jul 21 10:28:33 PDT 2018,,,,,,[],undefined,4.781933333333333
